contract_name,funding_category,date_funds_announced_by_nyc,final_spending_deadline,_of_funds_to_be_spent_by_interim_spending_deadine,project_name,date_funds_awarded_by_fed_state,rank,dense_rank
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Economically Disadvantaged Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
TRADE BOOKS,Education,2009-07-01 00:00:00,2011-09-30 00:00:00,,Education Services for Special Needs Students,2009-04-01 00:00:00,1,1
